parent_id,ALDH1A1,COL1A1,COL3A1,CPE,CRABP2,EBF2,ELN,FABP3,FAM210B,HSPB7,ISL1,ISLR,LDB3,LRRN3,MFAP2,MT1F,MT2A,MYBPC3,MYH6,MYH7,MYL2,MYL3,MYOM1,MYOZ2,MYRF,NPPA,NUSAP1,PAM,PTN,RSPO3,SBSPON,SLC39A8,SLC8A1,SORBS2,STMN2,TBX18,TBX5,TCF21,TNNI1,TNNT1,TOP2A,TPM1
1607,0.0,0.0,0.0,6.167915732334905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167915732334905,0.0,6.167915732334905,0.0,0.0,7.552637157608365,6.860014563948276,0.0,0.0,7.552637157608365,6.860014563948276,0.0,0.0,6.860014563948276,0.0,7.265129978035143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167915732334905,0.0,0.0,0.0,0.0,0.0
1706,0.0,6.7691426758635,0.0,6.077143515095717,7.174224817643044,0.0,6.077143515095717,0.0,6.077143515095717,0.0,0.0,6.7691426758635,0.0,6.077143515095717,7.174224817643044,0.0,0.0,6.077143515095717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7691426758635,0.0,0.0,6.077143515095717,0.0,0.0,0.0,0.0,7.461715351917766,0.0,0.0,0.0,6.077143515095717,0.0,0.0
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.267799590092823,0.0,6.267799590092823,0.0,0.0,6.267799590092823,7.652670641152844,0.0,0.0,6.959998122405276,0.0,6.267799590092823,0.0,7.652670641152844,0.0,7.365146814340268,0.0,0.0,0.0,0.0,6.959998122405276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,0.0,0.0,6.2166061010848646,0.0,6.90875477931522,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,0.0,6.2166061010848646,0.0,7.313886831633462,0.0,6.90875477931522,0.0,7.313886831633462,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,6.2166061010848646,0.0,0.0,6.2166061010848646,0.0,6.2166061010848646,0.0,6.2166061010848646,0.0,0.0,6.2166061010848646,0.0,0.0,0.0
2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121495502161354,0.0,0.0,0.0,0.0,7.506142128543193,7.506142128543193,0.0,0.0,6.121495502161354,0.0,0.0,0.0,7.911423987306794,0.0,7.218643271861805,0.0,0.0,0.0,0.0,0.0,6.121495502161354,0.0,0.0,6.813544494621113,0.0,0.0,0.0,0.0,0.0
2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.077143515095717,0.0,0.0,0.0,0.0,8.021084822563147,7.461715351917766,0.0,0.0,6.7691426758635,0.0,6.077143515095717,6.7691426758635,6.7691426758635,0.0,6.077143515095717,0.0,0.0,0.0,0.0,0.0,6.7691426758635,0.0,0.0,6.077143515095717,0.0,0.0,0.0,0.0,0.0
2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121495502161354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121495502161354,7.506142128543193,0.0,0.0,0.0,0.0,0.0,0.0,8.316766910526855,0.0,7.729175734280353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.813544494621113,0.0,0.0,0.0,0.0,0.0
2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90875477931522,8.294299608857235,0.0,0.0,0.0,0.0,6.90875477931522,0.0,7.313886831633462,6.2166061010848646,7.601402334583733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90875477931522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.601402334583733,0.0,6.90875477931522,6.2166061010848646,7.601402334583733,6.90875477931522,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,0.0,0.0,0.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,6.2166061010848646,0.0
3107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.860014563948276,0.0,0.0,0.0,0.0,7.957927342245102,7.552637157608365,0.0,0.0,6.167915732334905,0.0,0.0,0.0,7.552637157608365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167915732334905,0.0,0.0,7.265129978035143,0.0,0.0,0.0,0.0,0.0
3380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.034683666227958,0.0,0.0,0.0,0.0,6.034683666227958,8.11202803831707,0.0,0.0,7.1316985104669115,0.0,6.034683666227958,0.0,7.419180722820095,0.0,6.7266330027636645,0.0,0.0,0.0,6.034683666227958,0.0,0.0,0.0,0.0,0.0,0.0,6.7266330027636645,0.0,0.0,6.034683666227958
